VertexCount,EdgeDensity,Representation,Time
20,0.1,Matrix,0.0039315000000000044
20,0.1,List,0.007306499999999991
20,0.2,List,0.007995500000000008
20,0.2,Matrix,0.003910499999999992
20,0.30000000000000004,Matrix,0.004473999999999997
20,0.30000000000000004,List,0.008740499999999998
20,0.4,Matrix,0.004062500000000008
20,0.4,List,0.007318999999999991
20,0.5,List,0.007631499999999991
20,0.5,Matrix,0.0044669999999999935
20,0.6,List,0.008243000000000006
20,0.6,Matrix,0.004780499999999999
20,0.7,List,0.009126000000000007
20,0.7,Matrix,0.005199000000000005
20,0.7999999999999999,Matrix,0.0054160000000000015
20,0.7999999999999999,List,0.0091815
20,0.8999999999999999,List,0.009149000000000001
20,0.8999999999999999,Matrix,0.0051360000000000025
20,0.9999999999999999,List,0.012616999999999996
20,0.9999999999999999,Matrix,0.008297499999999987
30,0.1,List,0.008955000000000017
30,0.1,Matrix,0.005217000000000011
30,0.2,Matrix,0.008002500000000004
30,0.2,List,0.014075999999999993
30,0.30000000000000004,List,0.011251500000000001
30,0.30000000000000004,Matrix,0.006950499999999982
30,0.4,List,0.013060500000000001
30,0.4,Matrix,0.00782450000000002
30,0.5,List,0.013410500000000006
30,0.5,Matrix,0.008454999999999992
30,0.6,List,0.016503999999999998
30,0.6,Matrix,0.010129000000000008
30,0.7,Matrix,0.009683500000000027
30,0.7,List,0.015436999999999994
30,0.7999999999999999,List,0.0167495
30,0.7999999999999999,Matrix,0.010117000000000018
30,0.8999999999999999,Matrix,0.010096500000000013
30,0.8999999999999999,List,0.01677650000000001
30,0.9999999999999999,Matrix,0.010069000000000019
30,0.9999999999999999,List,0.017322499999999998
40,0.1,List,0.014888000000000004
40,0.1,Matrix,0.008918999999999996
40,0.2,List,0.016295000000000004
40,0.2,Matrix,0.01007400000000002
40,0.30000000000000004,Matrix,0.01255400000000001
40,0.30000000000000004,List,0.029062999999999985
40,0.4,Matrix,0.013465999999999999
40,0.4,List,0.021404500000000007
40,0.5,List,0.025060000000000006
40,0.5,Matrix,0.014665000000000006
40,0.6,Matrix,0.023094999999999997
40,0.6,List,0.042200499999999995
40,0.7,Matrix,0.026304000000000008
40,0.7,List,0.050842499999999985
40,0.7999999999999999,Matrix,0.027439499999999985
40,0.7999999999999999,List,0.05151599999999999
40,0.8999999999999999,List,0.05456849999999999
40,0.8999999999999999,Matrix,0.027438000000000004
40,0.9999999999999999,Matrix,0.028533999999999993
40,0.9999999999999999,List,0.05548649999999997
50,0.1,List,0.02451300000000002
50,0.1,Matrix,0.014105000000000008
50,0.2,List,0.03323899999999999
50,0.2,Matrix,0.018871000000000006
50,0.30000000000000004,List,0.04374999999999998
50,0.30000000000000004,Matrix,0.024095000000000005
50,0.4,List,0.046087999999999976
50,0.4,Matrix,0.026196999999999984
50,0.5,Matrix,0.02973100000000001
50,0.5,List,0.053301500000000016
50,0.6,List,0.06070949999999998
50,0.6,Matrix,0.03432150000000001
50,0.7,Matrix,0.03829250000000001
50,0.7,List,0.0721185
50,0.7999999999999999,List,0.07843700000000002
50,0.7999999999999999,Matrix,0.04162449999999998
50,0.8999999999999999,List,0.0783825
50,0.8999999999999999,Matrix,0.040846
50,0.9999999999999999,List,0.08127799999999999
50,0.9999999999999999,Matrix,0.041910999999999976
60,0.1,List,0.034536000000000004
60,0.1,Matrix,0.022161499999999994
60,0.2,List,0.042711
60,0.2,Matrix,0.025495499999999994
60,0.30000000000000004,Matrix,0.030864500000000003
60,0.30000000000000004,List,0.05257449999999999
60,0.4,List,0.07519700000000001
60,0.4,Matrix,0.043868500000000005
60,0.5,List,0.04599700000000003
60,0.5,Matrix,0.030623499999999977
60,0.6,Matrix,0.032076499999999994
60,0.6,List,0.04829149999999999
60,0.7,List,0.049890500000000025
60,0.7,Matrix,0.03307499999999998
60,0.7999999999999999,Matrix,0.032921999999999986
60,0.7999999999999999,List,0.051056500000000025
60,0.8999999999999999,List,0.05325250000000002
60,0.8999999999999999,Matrix,0.03281100000000001
60,0.9999999999999999,Matrix,0.02945399999999999
60,0.9999999999999999,List,0.050943000000000016
70,0.1,Matrix,0.022516999999999992
70,0.1,List,0.03528899999999999
70,0.2,Matrix,0.025031499999999988
70,0.2,List,0.03607450000000003
70,0.30000000000000004,List,0.04387300000000001
70,0.30000000000000004,Matrix,0.03235250000000003
70,0.4,Matrix,0.033186
70,0.4,List,0.04741099999999999
70,0.5,List,0.0548625
70,0.5,Matrix,0.03889900000000004
70,0.6,List,0.061946499999999995
70,0.6,Matrix,0.042946499999999964
70,0.7,Matrix,0.04373199999999998
70,0.7,List,0.06981100000000003
70,0.7999999999999999,List,0.06770399999999997
70,0.7999999999999999,Matrix,0.044151499999999996
70,0.8999999999999999,List,0.07021750000000003
70,0.8999999999999999,Matrix,0.045737499999999966
70,0.9999999999999999,List,0.06979800000000001
70,0.9999999999999999,Matrix,0.03914249999999999
80,0.1,List,0.057661000000000004
80,0.1,Matrix,0.03696750000000002
80,0.2,List,0.04564649999999996
80,0.2,Matrix,0.0329225
80,0.30000000000000004,Matrix,0.0369595
80,0.30000000000000004,List,0.053191000000000044
80,0.4,List,0.06121900000000004
80,0.4,Matrix,0.043691499999999994
80,0.5,Matrix,0.04856600000000002
80,0.5,List,0.07050100000000001
80,0.6,Matrix,0.054575499999999985
80,0.6,List,0.0797105
80,0.7,List,0.0827285
80,0.7,Matrix,0.056477500000000014
80,0.7999999999999999,List,0.08726599999999998
80,0.7999999999999999,Matrix,0.059508
80,0.8999999999999999,Matrix,0.05492500000000001
80,0.8999999999999999,List,0.08720899999999995
80,0.9999999999999999,List,0.08495849999999998
80,0.9999999999999999,Matrix,0.05060550000000002
90,0.1,Matrix,0.03311249999999999
90,0.1,List,0.04478500000000002
90,0.2,List,0.05856399999999999
90,0.2,Matrix,0.04243749999999999
90,0.30000000000000004,List,0.066201
90,0.30000000000000004,Matrix,0.04767350000000001
90,0.4,Matrix,0.056781000000000026
90,0.4,List,0.08226049999999997
90,0.5,Matrix,0.06191649999999999
90,0.5,List,0.08775000000000005
90,0.6,List,0.09746449999999998
90,0.6,Matrix,0.06914550000000003
90,0.7,Matrix,0.07134249999999999
90,0.7,List,0.1056725
90,0.7999999999999999,List,0.11177849999999996
90,0.7999999999999999,Matrix,0.07370200000000005
90,0.8999999999999999,Matrix,0.0677585
90,0.8999999999999999,List,0.10668850000000005
90,0.9999999999999999,Matrix,0.06395249999999997
90,0.9999999999999999,List,0.10576900000000004
100,0.1,List,0.05873600000000002
100,0.1,Matrix,0.04091049999999998
100,0.2,List,0.06564299999999998
100,0.2,Matrix,0.04871850000000002
100,0.30000000000000004,List,0.08781700000000002
100,0.30000000000000004,Matrix,0.0603585
100,0.4,List,0.10227000000000007
100,0.4,Matrix,0.07370299999999998
100,0.5,Matrix,0.07584549999999998
100,0.5,List,0.109449
100,0.6,Matrix,0.094887
100,0.6,List,0.13465100000000008
100,0.7,Matrix,0.08868400000000001
100,0.7,List,0.12806500000000004
100,0.7999999999999999,Matrix,0.08930050000000002
100,0.7999999999999999,List,0.13795350000000003
100,0.8999999999999999,List,0.13856749999999995
100,0.8999999999999999,Matrix,0.084126
100,0.9999999999999999,List,0.12473500000000001
100,0.9999999999999999,Matrix,0.0704075
110,0.1,Matrix,0.04946500000000002
110,0.1,List,0.068295
110,0.2,Matrix,0.06067900000000006
110,0.2,List,0.08361650000000007
110,0.30000000000000004,Matrix,0.07408850000000003
110,0.30000000000000004,List,0.09983200000000003
110,0.4,List,0.11824449999999993
110,0.4,Matrix,0.08557150000000004
110,0.5,Matrix,0.09657900000000003
110,0.5,List,0.13616700000000004
110,0.6,Matrix,0.10551250000000004
110,0.6,List,0.15044249999999995
110,0.7,List,0.16221750000000001
110,0.7,Matrix,0.10810250000000005
110,0.7999999999999999,List,0.16744199999999998
110,0.7999999999999999,Matrix,0.10818600000000006
110,0.8999999999999999,Matrix,0.10714199999999999
110,0.8999999999999999,List,0.176748
110,0.9999999999999999,List,0.15684700000000004
110,0.9999999999999999,Matrix,0.087122
120,0.1,Matrix,0.05450350000000001
120,0.1,List,0.073317
120,0.2,List,0.1045695
120,0.2,Matrix,0.0758805
120,0.30000000000000004,Matrix,0.14478800000000006
120,0.30000000000000004,List,0.1799110000000001
120,0.4,List,0.14003599999999997
120,0.4,Matrix,0.10559250000000002
120,0.5,Matrix,0.11479400000000005
120,0.5,List,0.16289699999999985
120,0.6,List,0.28320249999999986
120,0.6,Matrix,0.21599049999999986
120,0.7,Matrix,0.13213650000000002
120,0.7,List,0.2000145
120,0.7999999999999999,List,0.21120850000000002
120,0.7999999999999999,Matrix,0.13582100000000005
120,0.8999999999999999,Matrix,0.12094200000000002
120,0.8999999999999999,List,0.19400250000000008
120,0.9999999999999999,List,0.185641
120,0.9999999999999999,Matrix,0.10043099999999999
130,0.1,Matrix,0.06866850000000006
130,0.1,List,0.09121149999999999
130,0.2,List,0.10969400000000004
130,0.2,Matrix,0.08205899999999998
130,0.30000000000000004,Matrix,0.10061750000000005
130,0.30000000000000004,List,0.134999
130,0.4,List,0.1622820000000001
130,0.4,Matrix,0.11737750000000002
130,0.5,Matrix,0.13631800000000002
130,0.5,List,0.19119600000000003
130,0.6,List,0.19906400000000005
130,0.6,Matrix,0.14113649999999997
130,0.7,Matrix,0.15852449999999993
130,0.7,List,0.24420150000000004
130,0.7999999999999999,List,0.22574250000000012
130,0.7999999999999999,Matrix,0.14934599999999998
130,0.8999999999999999,List,0.22005899999999992
130,0.8999999999999999,Matrix,0.13580400000000004
130,0.9999999999999999,Matrix,0.12740499999999996
130,0.9999999999999999,List,0.21496299999999993
140,0.1,List,0.10584050000000003
140,0.1,Matrix,0.07951349999999997
140,0.2,Matrix,0.09458400000000006
140,0.2,List,0.12549200000000005
140,0.30000000000000004,List,0.1561845
140,0.30000000000000004,Matrix,0.1138574999999999
140,0.4,Matrix,0.13784300000000002
140,0.4,List,0.18705750000000004
140,0.5,Matrix,0.1539565
140,0.5,List,0.21404200000000004
140,0.6,Matrix,0.16976850000000002
140,0.6,List,0.2375
140,0.7,Matrix,0.1707575
140,0.7,List,0.24647399999999994
140,0.7999999999999999,Matrix,0.18214299999999986
140,0.7999999999999999,List,0.27098099999999997
140,0.8999999999999999,List,0.2757040000000001
140,0.8999999999999999,Matrix,0.17641849999999998
140,0.9999999999999999,List,0.27178800000000003
140,0.9999999999999999,Matrix,0.15247549999999993
150,0.1,Matrix,0.09406499999999995
150,0.1,List,0.12973999999999994
150,0.2,List,0.16335899999999995
150,0.2,Matrix,0.12070099999999995
150,0.30000000000000004,List,0.18283900000000003
150,0.30000000000000004,Matrix,0.13517199999999996
150,0.4,Matrix,0.1596915
150,0.4,List,0.21910250000000014
150,0.5,List,0.24004799999999996
150,0.5,Matrix,0.16977049999999994
150,0.6,List,0.2695475
150,0.6,Matrix,0.189018
150,0.7,Matrix,0.20009849999999993
150,0.7,List,0.2879425
150,0.7999999999999999,Matrix,0.20245950000000001
150,0.7999999999999999,List,0.30727399999999994
150,0.8999999999999999,List,0.300155
150,0.8999999999999999,Matrix,0.18717249999999996
150,0.9999999999999999,List,0.2931300000000001
150,0.9999999999999999,Matrix,0.16746900000000012
160,0.1,List,0.144634
160,0.1,Matrix,0.1105295
160,0.2,List,0.17554100000000003
160,0.2,Matrix,0.13265200000000005
160,0.30000000000000004,Matrix,0.15667150000000007
160,0.30000000000000004,List,0.2077305000000001
160,0.4,List,0.23818699999999995
160,0.4,Matrix,0.17330150000000008
160,0.5,List,0.2730435000000001
160,0.5,Matrix,0.19458050000000005
160,0.6,Matrix,0.214204
160,0.6,List,0.30024399999999996
160,0.7,List,0.3224565
160,0.7,Matrix,0.22560200000000002
160,0.7999999999999999,Matrix,0.2180859999999999
160,0.7999999999999999,List,0.3201294999999999
160,0.8999999999999999,List,0.34141749999999993
160,0.8999999999999999,Matrix,0.2048159999999999
160,0.9999999999999999,Matrix,0.16379200000000005
160,0.9999999999999999,List,0.2920365
170,0.1,List,0.14251499999999998
170,0.1,Matrix,0.11261649999999994
170,0.2,List,0.1825504999999999
170,0.2,Matrix,0.14092899999999994
170,0.30000000000000004,List,0.22186050000000004
170,0.30000000000000004,Matrix,0.16731449999999995
170,0.4,Matrix,0.19522699999999996
170,0.4,List,0.2639270000000003
170,0.5,List,0.3121945000000001
170,0.5,Matrix,0.23744950000000004
170,0.6,List,0.3372605
170,0.6,Matrix,0.24043350000000013
170,0.7,List,0.3538064999999999
170,0.7,Matrix,0.24597900000000017
170,0.7999999999999999,List,0.36851200000000006
170,0.7999999999999999,Matrix,0.2594324999999999
170,0.8999999999999999,List,0.36423600000000006
170,0.8999999999999999,Matrix,0.23748750000000005
170,0.9999999999999999,List,0.35685399999999995
170,0.9999999999999999,Matrix,0.20240199999999992
180,0.1,List,0.16368549999999998
180,0.1,Matrix,0.13040500000000002
180,0.2,Matrix,0.16021149999999995
180,0.2,List,0.20776549999999994
180,0.30000000000000004,List,0.241704
180,0.30000000000000004,Matrix,0.18732400000000002
180,0.4,Matrix,0.21910299999999994
180,0.4,List,0.2966984999999999
180,0.5,List,0.3409389999999999
180,0.5,Matrix,0.24812599999999996
180,0.6,List,0.3615829999999999
180,0.6,Matrix,0.2698089999999999
180,0.7,List,0.39657499999999984
180,0.7,Matrix,0.2834975000000001
180,0.7999999999999999,Matrix,0.265473
180,0.7999999999999999,List,0.4042334999999999
180,0.8999999999999999,List,0.4110020000000001
180,0.8999999999999999,Matrix,0.263395
180,0.9999999999999999,Matrix,0.2083555000000002
180,0.9999999999999999,List,0.36564699999999994
190,0.1,List,0.16918149999999998
190,0.1,Matrix,0.13184399999999996
190,0.2,Matrix,0.17952449999999998
190,0.2,List,0.22944999999999996
190,0.30000000000000004,Matrix,0.21003699999999997
190,0.30000000000000004,List,0.28569600000000006
190,0.4,Matrix,0.25450500000000026
190,0.4,List,0.32262749999999996
190,0.5,Matrix,0.2854104999999999
190,0.5,List,0.3692674999999999
190,0.6,Matrix,0.30648899999999984
190,0.6,List,0.41490749999999976
190,0.7,Matrix,0.31162
190,0.7,List,0.44607699999999995
190,0.7999999999999999,List,0.480835
190,0.7999999999999999,Matrix,0.32327000000000006
190,0.8999999999999999,Matrix,0.298752
190,0.8999999999999999,List,0.45818
190,0.9999999999999999,Matrix,0.22054250000000003
190,0.9999999999999999,List,0.3976379999999999
200,0.1,Matrix,0.15465199999999998
200,0.1,List,0.1943524999999999
200,0.2,Matrix,0.185278
200,0.2,List,0.2457470000000002
200,0.30000000000000004,Matrix,0.23560599999999987
200,0.30000000000000004,List,0.31462500000000004
200,0.4,List,0.35541099999999987
200,0.4,Matrix,0.267655
200,0.5,List,0.41926800000000014
200,0.5,Matrix,0.30295849999999996
200,0.6,List,0.4629889999999999
200,0.6,Matrix,0.3392515000000001
200,0.7,Matrix,0.33772600000000014
200,0.7,List,0.5083635000000004
200,0.7999999999999999,List,0.5280849999999998
200,0.7999999999999999,Matrix,0.3418929999999999
200,0.8999999999999999,Matrix,0.3359044999999999
200,0.8999999999999999,List,0.5321635000000001
200,0.9999999999999999,List,0.4793135000000006
200,0.9999999999999999,Matrix,0.2619659999999998
